drug_name,medical_condition,rating,no_of_reviews
clobetasol,psoriasis,8.8,66.0
methotrexate,psoriasis,8.0,87.0
humira,psoriasis,6.9,114.0
stelara,psoriasis,8.3,135.0
triamcinolone,psoriasis,8.4,25.0
ustekinumab,psoriasis,8.2,137.0
adalimumab,psoriasis,6.9,116.0
cosentyx,psoriasis,7.5,11.0
remicade,psoriasis,7.8,5.0
taltz,psoriasis,7.9,20.0
skyrizi,psoriasis,6.6,9.0
tremfya,psoriasis,6.5,14.0
etanercept,psoriasis,8.1,29.0
ilumya,psoriasis,3.7,3.0
infliximab,psoriasis,8.2,6.0
avsola,psoriasis,-1.0,0.0
duobrii,psoriasis,9.5,2.0
guselkumab,psoriasis,6.8,15.0
halobetasol / tazarotene,psoriasis,9.5,2.0
inflectra,psoriasis,-1.0,0.0
ixekizumab,psoriasis,8.0,21.0
renflexis,psoriasis,-1.0,0.0
risankizumab,psoriasis,6.6,9.0
secukinumab,psoriasis,7.5,11.0
tildrakizumab,psoriasis,3.7,3.0
fluocinonide,psoriasis,7.6,16.0
triamcinolone,psoriasis,9.9,7.0
elocon,psoriasis,9.4,14.0
calcipotriene,psoriasis,6.5,34.0
mometasone,psoriasis,9.3,19.0
prednisone,psoriasis,5.3,13.0
clobex,psoriasis,8.6,29.0
dovonex,psoriasis,6.2,24.0
hydrocortisone,psoriasis,3.5,4.0
desonide,psoriasis,9.0,4.0
acitretin,psoriasis,5.6,35.0
betamethasone,psoriasis,6.0,1.0
cyclosporine,psoriasis,9.6,8.0
soriatane,psoriasis,7.6,8.0
taclonex,psoriasis,7.8,39.0
tazorac,psoriasis,8.7,3.0
temovate,psoriasis,10.0,2.0
betamethasone / calcipotriene,psoriasis,7.0,71.0
halobetasol,psoriasis,8.0,14.0
kenalog-40,psoriasis,9.8,4.0
desoximetasone,psoriasis,8.4,8.0
kenalog,psoriasis,8.8,14.0
neoral,psoriasis,10.0,1.0
otrexup,psoriasis,-1.0,0.0
trexall,psoriasis,-1.0,0.0
dexamethasone,psoriasis,-1.0,0.0
enstilar,psoriasis,5.3,23.0
fluocinolone,psoriasis,-1.0,0.0
fluocinonide-e,psoriasis,-1.0,0.0
methylprednisolone,psoriasis,5.0,2.0
rasuvo,psoriasis,-1.0,0.0
tacrolimus,psoriasis,8.0,1.0
topicort,psoriasis,9.3,3.0
aristocort a,psoriasis,-1.0,0.0
aristocort r,psoriasis,-1.0,0.0
aristospan,psoriasis,-1.0,0.0
calcitriol,psoriasis,8.3,4.0
cinolar,psoriasis,-1.0,0.0
clinacort,psoriasis,-1.0,0.0
coal tar,psoriasis,7.9,20.0
cortizone-10,psoriasis,1.0,1.0
kenalog-10,psoriasis,10.0,1.0
locoid,psoriasis,-1.0,0.0
prednisolone,psoriasis,-1.0,0.0
reditrex,psoriasis,-1.0,0.0
taclonex scalp,psoriasis,9.0,2.0
tazarotene,psoriasis,8.7,3.0
trianex,psoriasis,-1.0,0.0
triderm,psoriasis,-1.0,0.0
tritocin,psoriasis,-1.0,0.0
vectical,psoriasis,8.3,4.0
acthar,psoriasis,-1.0,0.0
ala-cort,psoriasis,-1.0,0.0
ala-scalp,psoriasis,-1.0,0.0
ala-scalp hp,psoriasis,-1.0,0.0
alclometasone,psoriasis,8.0,1.0
ammonium lactate / halobetasol,psoriasis,10.0,1.0
aquanil hc,psoriasis,-1.0,0.0
beta hc,psoriasis,-1.0,0.0
caldecort,psoriasis,-1.0,0.0
cloderm,psoriasis,9.0,1.0
cordran,psoriasis,-1.0,0.0
cordran tape,psoriasis,10.0,4.0
cortizone-5,psoriasis,-1.0,0.0
derma-smoothe / fs (scalp),psoriasis,-1.0,0.0
dermarest plus anti-itch,psoriasis,-1.0,0.0
dermovate,psoriasis,0.0,1.0
dermtex hc,psoriasis,-1.0,0.0
diflorasone,psoriasis,-1.0,0.0
flurandrenolide,psoriasis,10.0,5.0
gengraf,psoriasis,-1.0,0.0
halog,psoriasis,-1.0,0.0
itch-x lotion,psoriasis,-1.0,0.0
locoid lipocream,psoriasis,-1.0,0.0
nucort,psoriasis,-1.0,0.0
olux,psoriasis,9.1,8.0
olux-e,psoriasis,-1.0,0.0
oxsoralen-ultra,psoriasis,-1.0,0.0
pandel,psoriasis,-1.0,0.0
psoriasin,psoriasis,7.1,12.0
sarnol-hc,psoriasis,-1.0,0.0
sernivo,psoriasis,-1.0,0.0
synalar,psoriasis,-1.0,0.0
texacort,psoriasis,-1.0,0.0
u-cort,psoriasis,-1.0,0.0
vanos,psoriasis,-1.0,0.0
abrilada,psoriasis,-1.0,0.0
amcinonide,psoriasis,-1.0,0.0
amjevita,psoriasis,-1.0,0.0
ammonium lactate/urea,psoriasis,-1.0,0.0
analpram-hc,psoriasis,-1.0,0.0
analpram e,psoriasis,-1.0,0.0
anthraforte,psoriasis,-1.0,0.0
anthralin,psoriasis,-1.0,0.0
anthrascalp,psoriasis,-1.0,0.0
apexicon,psoriasis,-1.0,0.0
apexicon e,psoriasis,-1.0,0.0
balnetar,psoriasis,-1.0,0.0
betatar gel,psoriasis,-1.0,0.0
brodalumab,psoriasis,6.0,4.0
bryhali,psoriasis,-1.0,0.0
calcitrene,psoriasis,-1.0,0.0
capex,psoriasis,-1.0,0.0
carb-o-lac5,psoriasis,-1.0,0.0
carb-o-lac hp,psoriasis,-1.0,0.0
clobevate,psoriasis,-1.0,0.0
clocortolone,psoriasis,9.0,1.0
clodan,psoriasis,-1.0,0.0
coal tar/salicylic acid/sulfur,psoriasis,9.0,1.0
coal tar/salicylic acid,psoriasis,-1.0,0.0
cordran sp,psoriasis,-1.0,0.0
cormax,psoriasis,-1.0,0.0
cormax scalp,psoriasis,-1.0,0.0
corticotropin,psoriasis,-1.0,0.0
cutar,psoriasis,-1.0,0.0
cyclocort,psoriasis,-1.0,0.0
cyltezo,psoriasis,-1.0,0.0
derma-smoothe / fs,psoriasis,-1.0,0.0
derma-smoothe / fs (body oil),psoriasis,-1.0,0.0
dermatop,psoriasis,-1.0,0.0
desonate,psoriasis,-1.0,0.0
desowen,psoriasis,8.0,1.0
dhs tar shampoo,psoriasis,-1.0,0.0
doak tar,psoriasis,-1.0,0.0
dritho-scalp,psoriasis,-1.0,0.0
drithocreme,psoriasis,-1.0,0.0
elta tar,psoriasis,-1.0,0.0
embeline,psoriasis,8.0,1.0
embeline e,psoriasis,-1.0,0.0
epifoam,psoriasis,-1.0,0.0
estar,psoriasis,-1.0,0.0
fototar,psoriasis,-1.0,0.0
h.p. acthar gel,psoriasis,-1.0,0.0
hadlima,psoriasis,-1.0,0.0
halcinonide,psoriasis,-1.0,0.0
halonate,psoriasis,-1.0,0.0
hulio,psoriasis,-1.0,0.0
hydrocortisone / pramoxine,psoriasis,8.0,1.0
hydroxyurea,psoriasis,-1.0,0.0
hyrimoz,psoriasis,-1.0,0.0
impoyz,psoriasis,-1.0,0.0
ionil t,psoriasis,10.0,1.0
ixifi,psoriasis,-1.0,0.0
kalosar,psoriasis,-1.0,0.0
kerasal ultra 20,psoriasis,-1.0,0.0
lokara,psoriasis,-1.0,0.0
medotar,psoriasis,-1.0,0.0
methoxsalen,psoriasis,-1.0,0.0
mg217 medicated tar,psoriasis,9.0,3.0
neutrogena t/derm,psoriasis,-1.0,0.0
neutrogena t/gel,psoriasis,-1.0,0.0
nolix,psoriasis,-1.0,0.0
novacort,psoriasis,-1.0,0.0
oxipor vhc,psoriasis,-1.0,0.0
pramosone,psoriasis,8.0,1.0
prednicarbate,psoriasis,-1.0,0.0
proctofoam hc,psoriasis,-1.0,0.0
r a acne,psoriasis,-1.0,0.0
resinol,psoriasis,-1.0,0.0
resorcinol,psoriasis,-1.0,0.0
scytera,psoriasis,10.0,1.0
siliq,psoriasis,6.0,4.0
sorilux,psoriasis,1.0,1.0
synalar ointment,psoriasis,-1.0,0.0
tarsum,psoriasis,-1.0,0.0
theraplex t,psoriasis,-1.0,0.0
tovet,psoriasis,-1.0,0.0
ultralytic,psoriasis,-1.0,0.0
ultralytic 2,psoriasis,-1.0,0.0
ultravate,psoriasis,9.0,1.0
verdeso,psoriasis,-1.0,0.0
wynzora,psoriasis,-1.0,0.0
yusimry,psoriasis,-1.0,0.0
zithranol,psoriasis,-1.0,0.0
zithranol-rr,psoriasis,-1.0,0.0
methotrexate,rheumatoid arthritis,6.0,122.0
enbrel,rheumatoid arthritis,7.8,130.0
humira,rheumatoid arthritis,6.0,135.0
sulfasalazine,rheumatoid arthritis,4.6,69.0
prednisone,rheumatoid arthritis,8.1,42.0
actemra,rheumatoid arthritis,6.9,30.0
hydroxychloroquine,rheumatoid arthritis,6.1,144.0
meloxicam,rheumatoid arthritis,5.7,56.0
celebrex,rheumatoid arthritis,8.0,21.0
remicade,rheumatoid arthritis,7.3,34.0
plaquenil,rheumatoid arthritis,6.8,71.0
cimzia,rheumatoid arthritis,7.8,29.0
etanercept,rheumatoid arthritis,7.8,134.0
simponi,rheumatoid arthritis,6.7,42.0
adalimumab,rheumatoid arthritis,6.1,141.0
azulfidine,rheumatoid arthritis,10.0,1.0
rinvoq,rheumatoid arthritis,5.9,66.0
rituximab,rheumatoid arthritis,7.2,80.0
tocilizumab,rheumatoid arthritis,6.8,32.0
infliximab,rheumatoid arthritis,7.2,37.0
anakinra,rheumatoid arthritis,8.0,1.0
avsola,rheumatoid arthritis,-1.0,0.0
certolizumab,rheumatoid arthritis,7.8,29.0
golimumab,rheumatoid arthritis,6.7,59.0
inflectra,rheumatoid arthritis,-1.0,0.0
kineret,rheumatoid arthritis,-1.0,0.0
olumiant,rheumatoid arthritis,8.0,1.0
renflexis,rheumatoid arthritis,-1.0,0.0
upadacitinib,rheumatoid arthritis,5.9,69.0
leflunomide,rheumatoid arthritis,5.2,86.0
diclofenac,rheumatoid arthritis,6.6,44.0
arava,rheumatoid arthritis,6.1,31.0
mobic,rheumatoid arthritis,6.4,21.0
naproxen,rheumatoid arthritis,6.9,25.0
celecoxib,rheumatoid arthritis,7.4,28.0
orencia,rheumatoid arthritis,6.0,53.0
ibuprofen,rheumatoid arthritis,10.0,6.0
rituxan,rheumatoid arthritis,7.2,19.0
xeljanz,rheumatoid arthritis,5.0,97.0
acetaminophen / hydrocodone,rheumatoid arthritis,4.6,82.0
aspirin,rheumatoid arthritis,10.0,2.0
atorvastatin,rheumatoid arthritis,-1.0,0.0
aleve,rheumatoid arthritis,7.3,7.0
arthritis pain,rheumatoid arthritis,-1.0,0.0
aspergum,rheumatoid arthritis,-1.0,0.0
aspiritab,rheumatoid arthritis,-1.0,0.0
aspirtab,rheumatoid arthritis,-1.0,0.0
bayer aspirin,rheumatoid arthritis,-1.0,0.0
bayer aspirin extra strength plus,rheumatoid arthritis,-1.0,0.0
easprin,rheumatoid arthritis,-1.0,0.0
ecotrin,rheumatoid arthritis,-1.0,0.0
ecpirin,rheumatoid arthritis,-1.0,0.0
entercote,rheumatoid arthritis,-1.0,0.0
genacote,rheumatoid arthritis,-1.0,0.0
halfprin,rheumatoid arthritis,-1.0,0.0
methylprednisolone,rheumatoid arthritis,8.8,16.0
nabumetone,rheumatoid arthritis,5.2,14.0
norwich aspirin,rheumatoid arthritis,-1.0,0.0
rayos,rheumatoid arthritis,-1.0,0.0
vazalore,rheumatoid arthritis,-1.0,0.0
vimovo,rheumatoid arthritis,8.1,9.0
voltaren,rheumatoid arthritis,5.5,15.0
advil,rheumatoid arthritis,10.0,1.0
doxycycline,rheumatoid arthritis,8.0,5.0
etodolac,rheumatoid arthritis,8.0,4.0
motrin,rheumatoid arthritis,10.0,2.0
naprosyn,rheumatoid arthritis,6.5,2.0
proprinal,rheumatoid arthritis,-1.0,0.0
a-g profen,rheumatoid arthritis,-1.0,0.0
actiprofen,rheumatoid arthritis,-1.0,0.0
addaprin,rheumatoid arthritis,-1.0,0.0
azathioprine,rheumatoid arthritis,3.4,9.0
cataflam,rheumatoid arthritis,-1.0,0.0
duexis,rheumatoid arthritis,5.0,5.0
genpril,rheumatoid arthritis,-1.0,0.0
ibu-200,rheumatoid arthritis,-1.0,0.0
medrol,rheumatoid arthritis,7.0,1.0
midol ib,rheumatoid arthritis,-1.0,0.0
motrin ib,rheumatoid arthritis,-1.0,0.0
nuprin,rheumatoid arthritis,-1.0,0.0
rasuvo,rheumatoid arthritis,-1.0,0.0
xeljanz xr,rheumatoid arthritis,6.3,13.0
aflaxen,rheumatoid arthritis,-1.0,0.0
all day pain relief,rheumatoid arthritis,-1.0,0.0
all day relief,rheumatoid arthritis,-1.0,0.0
anaprox,rheumatoid arthritis,-1.0,0.0
anaprox-ds,rheumatoid arthritis,-1.0,0.0
arthrotec,rheumatoid arthritis,8.1,11.0
depo-medrol,rheumatoid arthritis,9.0,1.0
dexamethasone,rheumatoid arthritis,4.3,3.0
ec-naprosyn,rheumatoid arthritis,-1.0,0.0
flanax pain reliever,rheumatoid arthritis,-1.0,0.0
imuran,rheumatoid arthritis,3.8,4.0
indomethacin,rheumatoid arthritis,8.3,3.0
lofena,rheumatoid arthritis,-1.0,0.0
medrol dosepak,rheumatoid arthritis,9.0,1.0
methylprednisolone dose pack,rheumatoid arthritis,-1.0,0.0
naprelan,rheumatoid arthritis,-1.0,0.0
otrexup,rheumatoid arthritis,9.5,2.0
piroxicam,rheumatoid arthritis,8.0,5.0
reditrex,rheumatoid arthritis,-1.0,0.0
simponi aria,rheumatoid arthritis,6.3,12.0
sulindac,rheumatoid arthritis,5.7,3.0
trexall,rheumatoid arthritis,-1.0,0.0
triamcinolone,rheumatoid arthritis,6.5,11.0
abatacept,rheumatoid arthritis,6.2,55.0
acetaminophen / tramadol,rheumatoid arthritis,8.7,3.0
aristospan,rheumatoid arthritis,9.0,1.0
auranofin,rheumatoid arthritis,10.0,2.0
azulfidine en-tabs,rheumatoid arthritis,-1.0,0.0
clinacort,rheumatoid arthritis,-1.0,0.0
cortisone,rheumatoid arthritis,-1.0,0.0
cyclosporine,rheumatoid arthritis,-1.0,0.0
daypro,rheumatoid arthritis,5.0,3.0
de-sone la,rheumatoid arthritis,-1.0,0.0
dexamethasone intensol,rheumatoid arthritis,-1.0,0.0
diclofenac / misoprostol,rheumatoid arthritis,8.1,11.0
dxevo,rheumatoid arthritis,-1.0,0.0
esomeprazole / naproxen,rheumatoid arthritis,8.1,9.0
feldene,rheumatoid arthritis,7.5,4.0
indocin,rheumatoid arthritis,8.0,1.0
indocin sr,rheumatoid arthritis,-1.0,0.0
kenalog-10,rheumatoid arthritis,-1.0,0.0
kenalog-40,rheumatoid arthritis,6.3,10.0
ketoprofen,rheumatoid arthritis,8.5,2.0
kevzara,rheumatoid arthritis,5.5,20.0
minocycline,rheumatoid arthritis,7.9,11.0
mycophenolate mofetil,rheumatoid arthritis,6.5,4.0
oxaprozin,rheumatoid arthritis,5.5,4.0
phenytoin,rheumatoid arthritis,-1.0,0.0
ridaura,rheumatoid arthritis,10.0,2.0
salsalate,rheumatoid arthritis,8.0,2.0
solu-medrol,rheumatoid arthritis,-1.0,0.0
tofacitinib,rheumatoid arthritis,5.2,114.0
abrilada,rheumatoid arthritis,-1.0,0.0
acetaminophen / aspirin,rheumatoid arthritis,-1.0,0.0
acthar,rheumatoid arthritis,10.0,1.0
alemtuzumab,rheumatoid arthritis,-1.0,0.0
amjevita,rheumatoid arthritis,-1.0,0.0
arthricream,rheumatoid arthritis,-1.0,0.0
asper-flex,rheumatoid arthritis,-1.0,0.0
azasan,rheumatoid arthritis,-1.0,0.0
baricitinib,rheumatoid arthritis,9.0,2.0
boroleum,rheumatoid arthritis,-1.0,0.0
camphor / menthol / methyl salicylate,rheumatoid arthritis,9.0,1.0
castiva cooling,rheumatoid arthritis,-1.0,0.0
clinoril,rheumatoid arthritis,8.0,1.0
corticotropin,rheumatoid arthritis,9.5,2.0
cuprimine,rheumatoid arthritis,-1.0,0.0
cyclophosphamide,rheumatoid arthritis,-1.0,0.0
cyltezo,rheumatoid arthritis,-1.0,0.0
d-penamine,rheumatoid arthritis,-1.0,0.0
depen,rheumatoid arthritis,-1.0,0.0
diflunisal,rheumatoid arthritis,6.5,2.0
dolobid,rheumatoid arthritis,5.0,1.0
erelzi,rheumatoid arthritis,-1.0,0.0
eticovo,rheumatoid arthritis,-1.0,0.0
eucalyptamint,rheumatoid arthritis,-1.0,0.0
exocaine plus,rheumatoid arthritis,-1.0,0.0
famotidine / ibuprofen,rheumatoid arthritis,4.0,6.0
fenoprofen,rheumatoid arthritis,9.0,1.0
fenortho,rheumatoid arthritis,-1.0,0.0
flurbiprofen,rheumatoid arthritis,6.0,1.0
gengraf,rheumatoid arthritis,-1.0,0.0
gordogesic,rheumatoid arthritis,-1.0,0.0
h.p. acthar gel,rheumatoid arthritis,-1.0,0.0
hadlima,rheumatoid arthritis,-1.0,0.0
heet triple action,rheumatoid arthritis,-1.0,0.0
hulio,rheumatoid arthritis,-1.0,0.0
hyrimoz,rheumatoid arthritis,-1.0,0.0
interferon gamma-1b,rheumatoid arthritis,-1.0,0.0
ixifi,rheumatoid arthritis,-1.0,0.0
meclofenamate,rheumatoid arthritis,-1.0,0.0
mentholatum deep heating,rheumatoid arthritis,-1.0,0.0
methyl salicylate,rheumatoid arthritis,7.7,9.0
myoflex,rheumatoid arthritis,-1.0,0.0
nalfon,rheumatoid arthritis,-1.0,0.0
neoral,rheumatoid arthritis,-1.0,0.0
penicillamine,rheumatoid arthritis,-1.0,0.0
relafen ds,rheumatoid arthritis,-1.0,0.0
riabni,rheumatoid arthritis,-1.0,0.0
salonpas pain patch,rheumatoid arthritis,6.8,6.0
sarilumab,rheumatoid arthritis,5.5,20.0
satogesic,rheumatoid arthritis,-1.0,0.0
tetracycline,rheumatoid arthritis,-1.0,0.0
tolmetin,rheumatoid arthritis,9.0,1.0
trolamine salicylate,rheumatoid arthritis,5.0,5.0
ximino,rheumatoid arthritis,-1.0,0.0
xodol,rheumatoid arthritis,-1.0,0.0
yusimry,rheumatoid arthritis,-1.0,0.0
seroquel,schizophrenia,6.5,44.0
latuda,schizophrenia,6.3,122.0
abilify,schizophrenia,6.1,104.0
risperidone,schizophrenia,5.3,137.0
clozapine,schizophrenia,7.8,54.0
olanzapine,schizophrenia,5.2,132.0
zyprexa,schizophrenia,5.6,67.0
vraylar,schizophrenia,6.0,55.0
risperdal,schizophrenia,5.4,54.0
abilify maintena,schizophrenia,6.1,32.0
quetiapine,schizophrenia,6.9,77.0
rexulti,schizophrenia,5.1,37.0
fanapt,schizophrenia,6.3,18.0
aristada,schizophrenia,3.6,12.0
clozaril,schizophrenia,9.0,13.0
caplyta,schizophrenia,4.7,39.0
lurasidone,schizophrenia,6.3,127.0
cariprazine,schizophrenia,6.1,65.0
brexpiprazole,schizophrenia,5.6,41.0
geodon,schizophrenia,6.3,46.0
aripiprazole,schizophrenia,5.8,162.0
lumateperone,schizophrenia,4.8,40.0
lybalvi,schizophrenia,-1.0,0.0
invega,schizophrenia,4.5,96.0
seroquel xr,schizophrenia,8.0,10.0
chlorpromazine,schizophrenia,9.1,11.0
saphris,schizophrenia,7.5,44.0
invega sustenna,schizophrenia,3.6,93.0
ziprasidone,schizophrenia,6.0,56.0
risperdal consta,schizophrenia,7.1,9.0
loxapine,schizophrenia,6.0,14.0
paliperidone,schizophrenia,4.1,283.0
zyprexa zydis,schizophrenia,4.4,6.0
trifluoperazine,schizophrenia,8.3,12.0
zyprexa relprevv,schizophrenia,-1.0,0.0
invega trinza,schizophrenia,6.2,26.0
thioridazine,schizophrenia,9.5,4.0
abilify mycite,schizophrenia,-1.0,0.0
aristada initio,schizophrenia,-1.0,0.0
fazaclo,schizophrenia,-1.0,0.0
perseris,schizophrenia,-1.0,0.0
thiothixene,schizophrenia,10.0,3.0
amisulpride,schizophrenia,7.3,4.0
asenapine,schizophrenia,7.2,47.0
zyprexa intramuscular,schizophrenia,-1.0,0.0
versacloz,schizophrenia,-1.0,0.0
adasuve,schizophrenia,-1.0,0.0
iloperidone,schizophrenia,6.1,19.0
secuado,schizophrenia,-1.0,0.0
invega hafyera,schizophrenia,1.0,1.0
olanzapine / samidorphan,schizophrenia,8.0,1.0
keppra,seizures,5.7,182.0
levetiracetam,seizures,5.9,230.0
diazepam,seizures,9.1,14.0
topiramate,seizures,6.2,21.0
diastat,seizures,7.0,1.0
dilantin,seizures,7.4,40.0
trokendi xr,seizures,-1.0,0.0
valtoco,seizures,-1.0,0.0
vimpat,seizures,6.7,135.0
midazolam,seizures,0.0,1.0
nayzilam,seizures,0.0,1.0
sabril,seizures,9.0,1.0
vigabatrin,seizures,9.0,1.0
phenobarbital,seizures,8.9,24.0
trileptal,seizures,7.3,21.0
zonisamide,seizures,5.2,84.0
phenytoin,seizures,7.3,54.0
oxcarbazepine,seizures,7.5,34.0
zonegran,seizures,6.3,41.0
keppra xr,seizures,7.8,8.0
valium,seizures,9.8,4.0
topamax,seizures,4.3,7.0
valproic acid,seizures,7.8,4.0
primidone,seizures,8.4,12.0
mysoline,seizures,9.3,6.0
aptiom,seizures,6.7,26.0
diastat acudial,seizures,7.5,2.0
zarontin,seizures,9.4,7.0
lacosamide,seizures,6.7,145.0
phenytoin sodium,seizures,-1.0,0.0
diazepam intensol,seizures,-1.0,0.0
gabitril,seizures,6.0,4.0
oxtellar xr,seizures,10.0,1.0
diastat pediatric,seizures,-1.0,0.0
qudexy xr,seizures,10.0,2.0
vitamin b6,seizures,-1.0,0.0
briviact,seizures,6.1,14.0
elepsia xr,seizures,-1.0,0.0
eprontia,seizures,-1.0,0.0
ethosuximide,seizures,8.1,12.0
roweepra,seizures,-1.0,0.0
spritam,seizures,-1.0,0.0
fycompa,seizures,4.7,16.0
phenytek,seizures,9.5,2.0
roweepra xr,seizures,-1.0,0.0
xcopri,seizures,10.0,4.0
progesterone,seizures,10.0,1.0
pyridoxine,seizures,-1.0,0.0
aminoxin,seizures,-1.0,0.0
brivaracetam,seizures,5.7,17.0
celontin,seizures,-1.0,0.0
cenobamate,seizures,8.6,5.0
eslicarbazepine,seizures,6.7,27.0
methsuximide,seizures,-1.0,0.0
perampanel,seizures,4.7,16.0
tiagabine,seizures,6.0,4.0
zonisade,seizures,-1.0,0.0
ganaxolone,seizures,-1.0,0.0
vigadrone,seizures,-1.0,0.0
ztalmy,seizures,-1.0,0.0
plavix,stroke,6.4,12.0
clopidogrel,stroke,7.2,15.0
aspirin,stroke,9.0,1.0
activase,stroke,-1.0,0.0
bayer aspirin,stroke,-1.0,0.0
easprin,stroke,-1.0,0.0
ecotrin,stroke,-1.0,0.0
alteplase,stroke,-1.0,0.0
arthritis pain,stroke,-1.0,0.0
ascriptin,stroke,-1.0,0.0
aspergum,stroke,-1.0,0.0
aspir-low,stroke,-1.0,0.0
bayer aspirin regimen,stroke,-1.0,0.0
genacote,stroke,-1.0,0.0
halfprin,stroke,-1.0,0.0
aspiritab,stroke,-1.0,0.0
aspirtab,stroke,-1.0,0.0
ecpirin,stroke,-1.0,0.0
entercote,stroke,-1.0,0.0
nimodipine,stroke,10.0,1.0
norwich aspirin,stroke,-1.0,0.0
vazalore,stroke,-1.0,0.0
bayer aspirin extra strength plus,stroke,-1.0,0.0
tamiflu,swine flu,7.3,18.0
oseltamivir,swine flu,7.3,18.0
relenza,swine flu,10.0,1.0
zanamivir,swine flu,10.0,1.0
peramivir,swine flu,-1.0,0.0
ciprofloxacin,uti,4.8,388.0
nitrofurantoin,uti,4.2,1242.0
macrobid,uti,4.3,552.0
cipro,uti,5.6,167.0
sulfamethoxazole / trimethoprim,uti,4.3,743.0
bactrim,uti,4.4,257.0
amoxicillin,uti,6.8,40.0
amoxil,uti,10.0,1.0
doxycycline,uti,6.6,38.0
bactrim ds,uti,5.1,185.0
augmentin,uti,5.1,18.0
levofloxacin,uti,4.9,70.0
levaquin,uti,5.6,39.0
amoxicillin / clavulanate,uti,5.7,60.0
ceftriaxone,uti,9.2,52.0
macrodantin,uti,4.3,29.0
cefuroxime,uti,6.8,20.0
methenamine,uti,8.3,27.0
ceftin,uti,9.5,2.0
trimethoprim,uti,3.0,134.0
vibramycin,uti,10.0,2.0
ampicillin,uti,10.0,2.0
apo-amoxi,uti,-1.0,0.0
septra,uti,5.4,9.0
septra ds,uti,7.5,10.0
uribel,uti,6.3,35.0
doxy 100,uti,-1.0,0.0
cefixime,uti,5.7,7.0
cipro i.v.,uti,2.0,2.0
cipro xr,uti,1.0,2.0
doryx,uti,4.0,1.0
doryx mpc,uti,-1.0,0.0
hiprex,uti,8.0,21.0
monodox,uti,-1.0,0.0
morgidox,uti,-1.0,0.0
oraxyl,uti,-1.0,0.0
suprax,uti,10.0,1.0
ancef,uti,-1.0,0.0
cefepime,uti,9.0,1.0
cefotaxime,uti,-1.0,0.0
co-trimoxazole,uti,-1.0,0.0
furadantin,uti,-1.0,0.0
ofloxacin,uti,5.2,6.0
zosyn,uti,-1.0,0.0
amikacin,uti,4.0,2.0
amoclan,uti,-1.0,0.0
ampicillin / sulbactam,uti,7.0,1.0
augmentin xr,uti,-1.0,0.0
cefadroxil,uti,10.0,1.0
cefazolin,uti,1.0,1.0
ceftazidime,uti,-1.0,0.0
cilastatin / imipenem,uti,-1.0,0.0
duricef,uti,10.0,1.0
ertapenem,uti,1.0,1.0
floxin,uti,1.0,1.0
hyophen,uti,-1.0,0.0
invanz,uti,1.0,1.0
maxipime,uti,-1.0,0.0
piperacillin / tazobactam,uti,-1.0,0.0
sulfatrim pediatric,uti,-1.0,0.0
unasyn,uti,7.0,1.0
urelle,uti,0.0,1.0
uro-mp,uti,2.0,1.0
urogesic blue,uti,8.8,6.0
ustell,uti,-1.0,0.0
uta,uti,10.0,3.0
utira-c,uti,-1.0,0.0
zinacef,uti,-1.0,0.0
acetohydroxamic acid,uti,9.0,1.0
amikin,uti,-1.0,0.0
amikin pediatric,uti,-1.0,0.0
avibactam / ceftazidime,uti,-1.0,0.0
avycaz,uti,-1.0,0.0
azactam,uti,-1.0,0.0
aztreonam,uti,-1.0,0.0
azuphen mb,uti,-1.0,0.0
benzoic acid / hyoscyamine / methenamine / methylene blue / phenyl salicylate,uti,7.8,6.0
cefaclor,uti,-1.0,0.0
cefiderocol,uti,-1.0,0.0
cefotan,uti,-1.0,0.0
cefotetan,uti,-1.0,0.0
cefoxitin,uti,-1.0,0.0
ceftolozane / tazobactam,uti,-1.0,0.0
cilastatin / imipenem / relebactam,uti,-1.0,0.0
claforan,uti,-1.0,0.0
fetroja,uti,-1.0,0.0
fortaz,uti,-1.0,0.0
hyolev mb,uti,-1.0,0.0
hyoscyamine / methenamine / methylene blue / phenyl salicylate / sodium biphosphate,uti,6.3,39.0
hyoscyamine / methenamine / methylene blue / sodium biphosphate,uti,8.7,11.0
lithostat,uti,9.0,1.0
meropenem / vaborbactam,uti,-1.0,0.0
phosphasal,uti,8.5,2.0
piperacillin,uti,-1.0,0.0
plazomicin,uti,-1.0,0.0
primaxin iv,uti,-1.0,0.0
primsol,uti,-1.0,0.0
recarbrio,uti,-1.0,0.0
tazicef,uti,-1.0,0.0
uretron ds,uti,-1.0,0.0
urimar-t,uti,-1.0,0.0
urin d/s,uti,-1.0,0.0
urised,uti,9.0,1.0
uro-458,uti,-1.0,0.0
uro-sp,uti,-1.0,0.0
uroav-81,uti,-1.0,0.0
uroav-b,uti,-1.0,0.0
uticap,uti,-1.0,0.0
utrona-c,uti,-1.0,0.0
vabomere,uti,-1.0,0.0
vilamit mb,uti,-1.0,0.0
vilevev mb,uti,-1.0,0.0
zemdri,uti,-1.0,0.0
zerbaxa,uti,-1.0,0.0
phentermine,weight loss,8.7,2934.0
topiramate,weight loss,7.4,225.0
adipex-p,weight loss,8.9,600.0
semaglutide,weight loss,6.7,150.0
topamax,weight loss,6.8,64.0
contrave,weight loss,6.6,1939.0
desoxyn,weight loss,10.0,3.0
